63,121,193,205,247,308,311,340,430,492,508,530,541,605,674,745,788,804,861,894,962,1048,1102,1201,1254,1263,1286,1357,1362,1374,1375,1471,1550,1618,1716,1756,1770,1792,1879,1938,2012,2035,2117,2143,2206,2294,2341,2396,2437,2458,2500,2540,2615,2619,2650,2737,2762,2811,2858,2928,3021,3097,3181,3219,3308,3394,3463,3540,3550,3566,3574,3670,3742,3789,3797,3853,3940,3973,4032,4084,4166,4174,4240,4293,4331,4398,4493,4494,4554,4598,4664,4750,4774,4868,4885,4965,5041,5075,5150,5213
89,129,290,317,363,391,442,495,545,567,583,619,673,759,809,850,928,1014,1026,1114,1185,1227,1229,1233,1299,1338,1354,1399,1408,1421,1507,1550,1642,1715,1815,1898,1993,2000,2084,2137,2198,2206,2286,2338,2396,2422,2484,2487,2547,2568,2638,2642,2672,2752,2823,2882,2957,3005,3057,3082,3180,3261,3320,3356,3386,3456,3478,3558,3566,3611,3697,3787,3864,3916,3998,4093,4191,4237,4308,4351,4436,4510,4603,4700,4733,4739,4818,4821,4916,4944,4976,5020,5048,5104,5152,5194,5237,5288,5326,5376
177,193,347,371,384,461,543,611,676,724,782,858,940,982,1054,1110,1153,1208,1302,1312,1315,1371,1460,1492,1515,1561,1631,1641,1700,1720,1754,1780,1867,1884,1922,2004,2049,2096,2120,2177,2253,2260,2358,2421,2463,2486,2585,2674,2770,2790,2879,2895,2964,3041,3087,3107,3178,3250,3341,3349,3409,3451,3550,3609,3676,3688,3690,3697,3738,3743,3784,3854,3889,4011,4089,4130,4216,4303,4396,4420,4454,4599,4613,4784,4824,4847,4861,4929,4994,5088,5110,5121,5213,5287,5340,5404,5491,5563,5650,5713
207,239,363,413,453,527,627,671,734,745,857,890,1016,1061,1092,1116,1166,1260,1325,1343,1402,1408,1467,1519,1611,1625,1714,1722,1766,1817,1890,1960,2032,2080,2166,2227,2256,2329,2392,2439,2531,2580,2596,2612,2620,2663,2716,2736,2831,2928,3026,3109,3182,3184,3240,3247,3262,3275,3396,3399,3424,3491,3645,3688,3706,3709,3801,3893,3904,4002,4078,4106,4115,4159,4170,4209,4275,4326,4443,4498,4554,4601,4629,4806,4885,4941,4973,5047,5100,5133,5218,5242,5248,5327,5353,5439,5523,5576,5746,5815
224,333,405,418,486,605,700,747,806,813,904,951,1017,1155,1249,1267,1308,1405,1464,1502,1600,1614,1668,1706,1779,1864,1875,1895,1949,1986,2046,2063,2160,2167,2261,2329,2384,2444,2538,2628,2632,2702,2717,2741,2751,2805,2873,2895,2898,2945,3102,3130,3226,3255,3298,3358,3372,3444,3490,3493,3535,3580,3730,3804,3895,3944,3983,4008,4031,4094,4188,4189,4277,4307,4360,4382,4452,4542,4590,4655,4698,4713,4717,4827,4912,5001,5026,5110,5184,5248,5276,5311,5399,5466,5493,5572,5619,5714,5839,5855
248,374,474,501,536,670,776,814,878,899,970,991,1082,1164,1252,1274,1407,1418,1523,1577,1651,1661,1709,1715,1843,1907,1995,2072,2086,2124,2156,2171,2242,2328,2330,2387,2470,2554,2580,2726,2804,2824,2917,2971,2972,3008,3029,3032,3048,3087,3114,3133,3306,3383,3385,3399,3459,3556,3601,3640,3726,3757,3823,3829,3987,4044,4120,4152,4191,4204,4206,4279,4349,4365,4395,4404,4490,4630,4711,4743,4821,4864,4905,4919,4994,5053,5139,5194,5246,5334,5430,5490,5509,5589,5624,5632,5679,5735,5921,5923
322,417,483,552,606,708,791,836,956,1044,1059,1143,1242,1256,1327,1338,1486,1534,1622,1705,1713,1758,1787,1873,1904,1922,2003,2074,2133,2207,2239,2295,2354,2389,2396,2444,2478,2608,2628,2782,2892,2922,2989,3047,3086,3087,3168,3170,3230,3231,3302,3343,3439,3442,3521,3569,3592,3661,3699,3784,3835,3900,3974,4033,4082,4132,4143,4185,4210,4274,4341,4346,4354,4417,4492,4518,4595,4724,4740,4826,4922,4925,4998,5048,5057,5116,5159,5205,5283,5375,5451,5551,5648,5690,5705,5756,5808,5854,5971,6019
396,440,527,600,651,720,871,944,1009,1064,1159,1231,1252,1346,1376,1398,1569,1661,1742,1841,1901,1926,1931,1992,2036,2078,2170,2188,2264,2330,2355,2390,2414,2478,2560,2594,2671,2730,2737,2818,2983,2988,3047,3076,3183,3270,3317,3413,3427,3434,3495,3583,3648,3721,3740,3839,3931,4010,4029,4095,4118,4157,4159,4196,4231,4280,4310,4375,4464,4543,4594,4686,4768,4813,4844,4865,4935,4937,4956,5038,5051,5082,5174,5212,5247,5338,5392,5418,5428,5521,5539,5627,5680,5773,5824,5850,5890,5987,5998,6076
488,552,570,642,679,802,883,975,1079,1136,1177,1286,1313,1364,1440,1476,1608,1735,1749,1919,2010,2058,2075,2100,2160,2167,2209,2278,2325,2362,2416,2504,2541,2570,2589,2614,2745,2788,2839,2900,2990,3067,3081,3171,3191,3346,3441,3533,3613,3640,3702,3787,3872,3955,4031,4062,4074,4165,4234,4260,4348,4366,4461,4514,4604,4654,4677,4695,4759,4853,4904,4914,4993,5011,5034,5060,5103,5179,5191,5221,5307,5327,5407,5498,5578,5633,5728,5795,5845,5897,5899,5934,5938,5940,5970,6052,6088,6184,6213,6283
567,642,691,722,748,836,890,1053,1126,1142,1200,1323,1331,1444,1487,1494,1664,1832,1835,1921,2058,2127,2142,2150,2198,2258,2318,2393,2398,2419,2512,2590,2679,2774,2775,2786,2818,2910,2928,2967,3001,3166,3246,3263,3349,3385,3522,3612,3646,3699,3760,3852,3919,4044,4084,4156,4210,4275,4304,4361,4448,4527,4626,4683,4767,4853,4924,4976,5041,5094,5119,5135,5140,5198,5220,5298,5391,5470,5511,5573,5633,5703,5736,5805,5843,5900,5982,6066,6137,6176,6250,6332,6408,6498,6514,6536,6556,6617,6672,6749
